title,link,source,published,summary,combined_text,compound,positive,neutral,negative,sentiment_label
Broadcom and OpenAI Sign 10GW AI Chip Supply Agreement,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=68f37aab107b45f3aa53ba7fcb1caf7f&url=https%3a%2f%2fwww.asiae.co.kr%2fen%2farticle%2f2025101409115550407&c=8567749990429696468&mkt=ko-kr,"""OpenAI"" - Bing뉴스",2025-10-13T17:13:00+00:00,"OpenAI, the developer behind ChatGPT, announced on October 13 (local time) that it has signed a contract with semiconductor company Broadcom to supply ...","Broadcom and OpenAI Sign 10GW AI Chip Supply Agreement OpenAI, the developer behind ChatGPT, announced on October 13 (local time) that it has signed a contract with semiconductor company Broadcom to supply ...",0.4939,0.091,0.909,0.0,positive
"한국 첫 투자처로 포항 선택한 OpenAI, 뒤에 포스코 있었다",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=68f37aab107b45f3aa53ba7fcb1caf7f&url=https%3a%2f%2fwww.msn.com%2fko-kr%2fnews%2fother%2f%25ED%2595%259C%25EA%25B5%25AD-%25EC%25B2%25AB-%25ED%2588%25AC%25EC%259E%2590%25EC%25B2%2598%25EB%25A1%259C-%25ED%258F%25AC%25ED%2595%25AD-%25EC%2584%25A0%25ED%2583%259D%25ED%2595%259C-openai-%25EB%2592%25A4%25EC%2597%2590-%25ED%258F%25AC%25EC%258A%25A4%25EC%25BD%2594-%25EC%259E%2588%25EC%2597%2588%25EB%258B%25A4%2far-AA1Ojbuq&c=3159922128497457171&mkt=ko-kr,"""OpenAI"" - Bing뉴스",2025-10-13T04:43:00+00:00,'ChatGPT'로 글로벌 인공지능 시장을 주도하고 있는 'OpenAI'가 한국 첫 투자처로 경북 포항시를 선택 (매일신문 10월 2일 등 보도)하는 과정에서 포항제철 설립자인 고 (故) 박태준 명예회장 일가가 큰 역할을 한 것으로 알려지면서 비상한 관심이 쏠리고 있다.,"한국 첫 투자처로 포항 선택한 OpenAI, 뒤에 포스코 있었다 'ChatGPT'로 글로벌 인공지능 시장을 주도하고 있는 'OpenAI'가 한국 첫 투자처로 경북 포항시를 선택 (매일신문 10월 2일 등 보도)하는 과정에서 포항제철 설립자인 고 (故) 박태준 명예회장 일가가 큰 역할을 한 것으로 알려지면서 비상한 관심이 쏠리고 있다.",0.0,0.0,1.0,0.0,neutral
AgentKit by OpenAI Review: Is This the End of N8N? - Unite.AI,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5nZy00RFo4M1lFWDlZOWpoX2g5VVRiQVVHYkI5UGE1dlNwNFpVS1VtUmtkZ0pvWXRfMEQ5TWFNUFh2UURUb015bE03aFlHdWpuMW5IWktkdTE3UU0?oc=5,"""""OpenAI"" review"" - Google News",2025-10-11T13:01:42+00:00,"<a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTE5nZy00RFo4M1lFWDlZOWpoX2g5VVRiQVVHYkI5UGE1dlNwNFpVS1VtUmtkZ0pvWXRfMEQ5TWFNUFh2UURUb015bE03aFlHdWpuMW5IWktkdTE3UU0?oc=5"" target=""_blank"">AgentKit by OpenAI Review: Is This the End of N8N?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Unite.AI</font>",AgentKit by OpenAI Review: Is This the End of N8N? - Unite.AI  AgentKit by OpenAI Review: Is This the End of N8N?    Unite.AI ,0.0,0.0,1.0,0.0,neutral
"AI Insider's Week in Review: News From AMD, OpenAI, Perplexity, CoreWeave and IBM, Plus Latest in Research and Funding - AI Insider",https://news.google.com/rss/articles/CBMi5AFBVV95cUxQNXlpUVhxNWw5Mzh4eW9NX29nbzRubE4wNi1YVFAtcDVVckdhdUstQk1kbUVGcXB2QmhjWXNSM0g2TlctaFVtLXk5blpSN1o5aEo4Tjk1UXRBVUZlQXZrMnF0SzJ4Q1phZlNhNXBTNmpwcDlYMjdDSnViQzJWU0JVc0FyaC1iTTA1a1JabXRFLUdBbllQSEtfRkxmZ19fX0p1RXR5VUREazk3YjhxM0gtMEduYk9iR2RBQ2FPZ1pwd1hyTG56NEtJNWNFZllmajJkbzNNN053dUtDR2ZDZmh2X1VyelM?oc=5,"""""OpenAI"" review"" - Google News",2025-10-10T12:01:04+00:00,"<a href=""https://news.google.com/rss/articles/CBMi5AFBVV95cUxQNXlpUVhxNWw5Mzh4eW9NX29nbzRubE4wNi1YVFAtcDVVckdhdUstQk1kbUVGcXB2QmhjWXNSM0g2TlctaFVtLXk5blpSN1o5aEo4Tjk1UXRBVUZlQXZrMnF0SzJ4Q1phZlNhNXBTNmpwcDlYMjdDSnViQzJWU0JVc0FyaC1iTTA1a1JabXRFLUdBbllQSEtfRkxmZ19fX0p1RXR5VUREazk3YjhxM0gtMEduYk9iR2RBQ2FPZ1pwd1hyTG56NEtJNWNFZllmajJkbzNNN053dUtDR2ZDZmh2X1VyelM?oc=5"" target=""_blank"">AI Insider's Week in Review: News From AMD, OpenAI, Perplexity, CoreWeave and IBM, Plus Latest in Research and Funding</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AI Insider</font>","AI Insider's Week in Review: News From AMD, OpenAI, Perplexity, CoreWeave and IBM, Plus Latest in Research and Funding - AI Insider  AI Insider's Week in Review: News From AMD, OpenAI, Perplexity, CoreWeave and IBM, Plus Latest in Research and Funding    AI Insider ",0.0,0.0,1.0,0.0,neutral
"Bytes: Week in Review - A key cybersecurity law expires, OpenAI's new deal with AMD and Google's home devices get an AI makeover - marketplace.org",https://news.google.com/rss/articles/CBMiqAFBVV95cUxNeDF4V0hnbkFtY1JxdXJOdjMzRlNvb05QZTlPR3gwSS1rLXhQUXhhVkZSR2p2T2RWUTdZMVdGUGtHR3JlcWdrVUFUWEQ1dlVTem0tcGZDeTBMMjRVZ1BNQWtPZmFFVEZlMzcwdmI4S0FXNHJ6c1NnMlFYUFVfSG9vR3RrRU50OGx3X3RTZWJhcmlXYURUSWhOR1I4enRoS1IydWlEc3Y1OVA?oc=5,"""""OpenAI"" review"" - Google News",2025-10-10T10:00:38+00:00,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxNeDF4V0hnbkFtY1JxdXJOdjMzRlNvb05QZTlPR3gwSS1rLXhQUXhhVkZSR2p2T2RWUTdZMVdGUGtHR3JlcWdrVUFUWEQ1dlVTem0tcGZDeTBMMjRVZ1BNQWtPZmFFVEZlMzcwdmI4S0FXNHJ6c1NnMlFYUFVfSG9vR3RrRU50OGx3X3RTZWJhcmlXYURUSWhOR1I4enRoS1IydWlEc3Y1OVA?oc=5"" target=""_blank"">Bytes: Week in Review - A key cybersecurity law expires, OpenAI's new deal with AMD and Google's home devices get an AI makeover</a>&nbsp;&nbsp;<font color=""#6f6f6f"">marketplace.org</font>","Bytes: Week in Review - A key cybersecurity law expires, OpenAI's new deal with AMD and Google's home devices get an AI makeover - marketplace.org  Bytes: Week in Review - A key cybersecurity law expires, OpenAI's new deal with AMD and Google's home devices get an AI makeover    marketplace.org ",0.0,0.0,1.0,0.0,neutral
"AMD와 OpenAI, 6기가와트 AMD GPU 구축 위한 전략적 파트너십 발표",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=68f37aab107b45f3aa53ba7fcb1caf7f&url=https%3a%2f%2fwww.bodnara.co.kr%2fbbs%2farticle.html%3fnum%3d207707&c=7735104587122586795&mkt=ko-kr,"""OpenAI"" - Bing뉴스",2025-10-09T19:26:00+00:00,AMD가 OpenAI와의 차세대 AI 인프라 구동을 위한 계약을 체결했다. AMD는 지난 6일 (현지시간) 보도자료를 통해 OpenAI와 여러 세대의 AMD Instinct GPU를 통해 OpenAI의 차세대 AI 인프라를 구동하기 위한 6기가와트 (GW) 용량 계약을 체결했다고 밝혔다.,"AMD와 OpenAI, 6기가와트 AMD GPU 구축 위한 전략적 파트너십 발표 AMD가 OpenAI와의 차세대 AI 인프라 구동을 위한 계약을 체결했다. AMD는 지난 6일 (현지시간) 보도자료를 통해 OpenAI와 여러 세대의 AMD Instinct GPU를 통해 OpenAI의 차세대 AI 인프라를 구동하기 위한 6기가와트 (GW) 용량 계약을 체결했다고 밝혔다.",0.0,0.0,1.0,0.0,neutral
"[Tech/Biz Trend] OpenAI로 쏠리는 돈, 그 이면의 불편한 진실",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=68f37aab107b45f3aa53ba7fcb1caf7f&url=https%3a%2f%2fwww.mobiinside.co.kr%2f2025%2f10%2f10%2fopenai-investment%2f&c=12338901218838507074&mkt=ko-kr,"""OpenAI"" - Bing뉴스",2025-10-09T19:17:00+00:00,"OpenAI는 신기한 기업입니다. 비영리기관으로 출범한 만큼, 투자자 입장에서 단순히 수익성만을 보고 선택하기엔 매력이 크지 않습니다. 2019년 일부 구조가 바뀌면서 수익을 배분할 수 있는 길이 열리긴 했지만, 여전히 투자 대비 수익은 제한적입니다.","[Tech/Biz Trend] OpenAI로 쏠리는 돈, 그 이면의 불편한 진실 OpenAI는 신기한 기업입니다. 비영리기관으로 출범한 만큼, 투자자 입장에서 단순히 수익성만을 보고 선택하기엔 매력이 크지 않습니다. 2019년 일부 구조가 바뀌면서 수익을 배분할 수 있는 길이 열리긴 했지만, 여전히 투자 대비 수익은 제한적입니다.",0.0,0.0,1.0,0.0,neutral
OpenAI Shows Off Contract Review Agent - Artificial Lawyer,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQRmxVSmI1V21iQUs2R19vdDIzWW13LUowY0dfQklDMWE2SWFSSW5KaS1sc3EzWS01aVo3RVhYT0RpTXBQVURTSnVSY0RPVGdFY1hHYVUya3hUc2N1VzZyZDV3UUIyaDVhR213Y3E2R3NjS25SZXdaTDlSWGNVQnc5a1FucnlCQTQtNlg4?oc=5,"""""OpenAI"" review"" - Google News",2025-10-06T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQRmxVSmI1V21iQUs2R19vdDIzWW13LUowY0dfQklDMWE2SWFSSW5KaS1sc3EzWS01aVo3RVhYT0RpTXBQVURTSnVSY0RPVGdFY1hHYVUya3hUc2N1VzZyZDV3UUIyaDVhR213Y3E2R3NjS25SZXdaTDlSWGNVQnc5a1FucnlCQTQtNlg4?oc=5"" target=""_blank"">OpenAI Shows Off Contract Review Agent</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Artificial Lawyer</font>",OpenAI Shows Off Contract Review Agent - Artificial Lawyer  OpenAI Shows Off Contract Review Agent    Artificial Lawyer ,0.0,0.0,1.0,0.0,neutral
Hohem iSteady V3 Ultra Review | Portable Editing Set-up | OpenAI Sora 2 – Focus Check Episode 84 - CineD,https://news.google.com/rss/articles/CBMiswFBVV95cUxQUjk4bkFDU1M1bC1vOUhnbVJzMktEVER3RmxyWFpCLW9HeWsydUpSTllLSnlPTXB6c1ctUDhhZnF4c24zZnJiZXlUcDZPT21sLXZvUjMzR2RiRzh0ajNURm1yMTR1Q3QzcXYtRGowcGpSMkhjcDRrQmhVSndMS25kRVJ4RzlTbmZ3eXVTbHlRMDVjRnE5R2FDLXR3eFhhTm9Edl9veGVhR1ViMVgzQUdfcWhrbw?oc=5,"""""OpenAI"" review"" - Google News",2025-10-03T01:52:51+00:00,"<a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxQUjk4bkFDU1M1bC1vOUhnbVJzMktEVER3RmxyWFpCLW9HeWsydUpSTllLSnlPTXB6c1ctUDhhZnF4c24zZnJiZXlUcDZPT21sLXZvUjMzR2RiRzh0ajNURm1yMTR1Q3QzcXYtRGowcGpSMkhjcDRrQmhVSndMS25kRVJ4RzlTbmZ3eXVTbHlRMDVjRnE5R2FDLXR3eFhhTm9Edl9veGVhR1ViMVgzQUdfcWhrbw?oc=5"" target=""_blank"">Hohem iSteady V3 Ultra Review | Portable Editing Set-up | OpenAI Sora 2 – Focus Check Episode 84</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CineD</font>",Hohem iSteady V3 Ultra Review | Portable Editing Set-up | OpenAI Sora 2 – Focus Check Episode 84 - CineD  Hohem iSteady V3 Ultra Review | Portable Editing Set-up | OpenAI Sora 2 – Focus Check Episode 84    CineD ,0.0,0.0,1.0,0.0,neutral
Review of the Week: OpenAI turns to traditional media for brand building - Campaign,https://news.google.com/rss/articles/CBMipwFBVV95cUxPb1N2bXBkTFNMT1RkRDRUTXNaa3hudWtGVmxqM2w1Y2w1Ykc2T3JVQ0FDYkFNaEI4SXd3Rmhod1IxSW51UTVxYVQ3YkxINnJIQ0NOeVlNaXhfWGl4QlVaUm13Umx1VXZabklrVExRbGwtM0VrV3BLSk1TTFEyV2kyX2FtT3Zwd1FDYzJvNkpkUFVFbWxPT0VZMEFvNFluUzkzMzQzZm5Wdw?oc=5,"""""OpenAI"" review"" - Google News",2025-10-02T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxPb1N2bXBkTFNMT1RkRDRUTXNaa3hudWtGVmxqM2w1Y2w1Ykc2T3JVQ0FDYkFNaEI4SXd3Rmhod1IxSW51UTVxYVQ3YkxINnJIQ0NOeVlNaXhfWGl4QlVaUm13Umx1VXZabklrVExRbGwtM0VrV3BLSk1TTFEyV2kyX2FtT3Zwd1FDYzJvNkpkUFVFbWxPT0VZMEFvNFluUzkzMzQzZm5Wdw?oc=5"" target=""_blank"">Review of the Week: OpenAI turns to traditional media for brand building</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Campaign</font>",Review of the Week: OpenAI turns to traditional media for brand building - Campaign  Review of the Week: OpenAI turns to traditional media for brand building    Campaign ,0.0,0.0,1.0,0.0,neutral
OpenAI is huge in India. Its models are steeped in caste bias. - MIT Technology Review,https://news.google.com/rss/articles/CBMiggFBVV95cUxOb04yeVhKaFllcVh0RGR0TjMyOWlnTVVqRHZIaFdJeGZxMmhTZGlQLU5aNlZhZDMtdGxlMlJGNmtzUVFhNk16QVhST2VieUtqV3F4TXlNRnRWVXktdi1fekhkU052ZU8tM1dqcFNDZEZ4amJoa1BZc3BVMjJZMXQ3cDdR0gGHAUFVX3lxTFAydno3U1Y4NUc3UFBfV3lrR3EtdDVmTk1MakJTNjg2cTBLLTlBc3YzSmhqbzdCejVaeXNZTHhFelhWN0YyWDNnRU1ZSVRxbkpwU1ZCNDB4SkI0ZFFsb3FJOTd5a0xKcVNEd3RCMGNRYzFzdHdyOS1DbFVKM1RGWlJHR1R5UVFVUQ?oc=5,"""""OpenAI"" review"" - Google News",2025-10-01T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiggFBVV95cUxOb04yeVhKaFllcVh0RGR0TjMyOWlnTVVqRHZIaFdJeGZxMmhTZGlQLU5aNlZhZDMtdGxlMlJGNmtzUVFhNk16QVhST2VieUtqV3F4TXlNRnRWVXktdi1fekhkU052ZU8tM1dqcFNDZEZ4amJoa1BZc3BVMjJZMXQ3cDdR0gGHAUFVX3lxTFAydno3U1Y4NUc3UFBfV3lrR3EtdDVmTk1MakJTNjg2cTBLLTlBc3YzSmhqbzdCejVaeXNZTHhFelhWN0YyWDNnRU1ZSVRxbkpwU1ZCNDB4SkI0ZFFsb3FJOTd5a0xKcVNEd3RCMGNRYzFzdHdyOS1DbFVKM1RGWlJHR1R5UVFVUQ?oc=5"" target=""_blank"">OpenAI is huge in India. Its models are steeped in caste bias.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MIT Technology Review</font>",OpenAI is huge in India. Its models are steeped in caste bias. - MIT Technology Review  OpenAI is huge in India. Its models are steeped in caste bias.    MIT Technology Review ,0.4215,0.134,0.785,0.081,positive
"The Download: OpenAI’s caste bias problem, and how AI videos are made - MIT Technology Review",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNNl8yRWxJM29CZHVKamVaMXZKVm9PUnE5Mkd4X0pUSVVKVFZzME93ZkhuWkc0THdaMzNqNUx4b01fUU94SXFkNE53T3MzdGlaRDdrNm5qd2lFTExPR3FEZ3BZYWZhWGdfSWJjRy1VUWt4QVZhanRQUXJRYUhzNG9FV3hlTlFJV1ltM3Y2SE02d09FVlluc2RjOVRGT3VwdU9zX2RMNUt4U2wzdGVHVnZyN1R1bnFoMjM4VlNF0gHAAUFVX3lxTE9JZk5jT1BNVHQ2a3ljN2lyRF9QMlg3Z1RralB0akM3WGhVU3VRTV9Wa012Z25qLTRUckUxUGkwNEp2cVFyNE5IRF9HczFJMWV6QzN6c3Y0bXhVWTdMSV9KS083ZE95eHoxZ3NYN3BpVlJYaEdwTnlhNEJObXFWaUhYRUdmZ1oyc0xLZjJyVnlPMVM3V2VIRFdDbmNrVHZGX1dDbkg5MlBxRlM5cmc5cFVRZ1JZRGd3M3dCZF9oXzZtSw?oc=5,"""""OpenAI"" review"" - Google News",2025-10-01T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxNNl8yRWxJM29CZHVKamVaMXZKVm9PUnE5Mkd4X0pUSVVKVFZzME93ZkhuWkc0THdaMzNqNUx4b01fUU94SXFkNE53T3MzdGlaRDdrNm5qd2lFTExPR3FEZ3BZYWZhWGdfSWJjRy1VUWt4QVZhanRQUXJRYUhzNG9FV3hlTlFJV1ltM3Y2SE02d09FVlluc2RjOVRGT3VwdU9zX2RMNUt4U2wzdGVHVnZyN1R1bnFoMjM4VlNF0gHAAUFVX3lxTE9JZk5jT1BNVHQ2a3ljN2lyRF9QMlg3Z1RralB0akM3WGhVU3VRTV9Wa012Z25qLTRUckUxUGkwNEp2cVFyNE5IRF9HczFJMWV6QzN6c3Y0bXhVWTdMSV9KS083ZE95eHoxZ3NYN3BpVlJYaEdwTnlhNEJObXFWaUhYRUdmZ1oyc0xLZjJyVnlPMVM3V2VIRFdDbmNrVHZGX1dDbkg5MlBxRlM5cmc5cFVRZ1JZRGd3M3dCZF9oXzZtSw?oc=5"" target=""_blank"">The Download: OpenAI’s caste bias problem, and how AI videos are made</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MIT Technology Review</font>","The Download: OpenAI’s caste bias problem, and how AI videos are made - MIT Technology Review  The Download: OpenAI’s caste bias problem, and how AI videos are made    MIT Technology Review ",-0.7351,0.0,0.767,0.233,negative
"OpenAI’s Sora 2 Brings Realistic Physics, Audio, and Continuity to AI Videos, Launches App - CineD",https://news.google.com/rss/articles/CBMirgFBVV95cUxNUUZBNFVtN21GWnpoZmZrTUxRRHRsd19Ed2xYb0ZpeTNkSzBhQ2lpNlhwQ3piR1c1UHR1ek9JOTVOTWN0MFhVZmwzSHdoOUdjN2NRLUVfc0RRWGJ6RFZvdDR4YkVUa3hqbnlZY09kT3gyUGRRYzJ5NW1LZWlGcElfVjVNQ1JsaXVoUTktN243NDh0ekx0SWNIanl1cFpsSWc0UkZnQ2dNckZMTWp0dnc?oc=5,"""""OpenAI"" review"" - Google News",2025-10-01T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNUUZBNFVtN21GWnpoZmZrTUxRRHRsd19Ed2xYb0ZpeTNkSzBhQ2lpNlhwQ3piR1c1UHR1ek9JOTVOTWN0MFhVZmwzSHdoOUdjN2NRLUVfc0RRWGJ6RFZvdDR4YkVUa3hqbnlZY09kT3gyUGRRYzJ5NW1LZWlGcElfVjVNQ1JsaXVoUTktN243NDh0ekx0SWNIanl1cFpsSWc0UkZnQ2dNckZMTWp0dnc?oc=5"" target=""_blank"">OpenAI’s Sora 2 Brings Realistic Physics, Audio, and Continuity to AI Videos, Launches App</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CineD</font>","OpenAI’s Sora 2 Brings Realistic Physics, Audio, and Continuity to AI Videos, Launches App - CineD  OpenAI’s Sora 2 Brings Realistic Physics, Audio, and Continuity to AI Videos, Launches App    CineD ",0.0,0.0,1.0,0.0,neutral
Samsung SDS Joins OpenAI’s ‘Stargate’ Project as DBO Operator,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=68f37aab107b45f3aa53ba7fcb1caf7f&url=https%3a%2f%2fwww.businesskorea.co.kr%2fnews%2farticleView.html%3fidxno%3d253617&c=3948207313799589609&mkt=ko-kr,"""OpenAI"" - Bing뉴스",2025-10-01T04:37:00+00:00,"Samsung SDS is participating as a design, build, and operate (DBO) operator in OpenAI’s global AI data center construction project, ...","Samsung SDS Joins OpenAI’s ‘Stargate’ Project as DBO Operator Samsung SDS is participating as a design, build, and operate (DBO) operator in OpenAI’s global AI data center construction project, ...",0.0,0.0,1.0,0.0,neutral
삼성-OpenAI 반도체·데이터센터·클라우드 전방위 혁신 협업,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=68f37aab107b45f3aa53ba7fcb1caf7f&url=https%3a%2f%2fwww.news2day.co.kr%2farticle%2f20251001500305&c=11652884043490485924&mkt=ko-kr,"""OpenAI"" - Bing뉴스",2025-09-30T13:10:00+00:00,"[뉴스투데이=전소영 기자] 삼성과 OpenAI가 1일 삼성전자 서초사옥에서 글로벌 AI 핵심 인프라 구축을 위해 상호 협력하는 LOI(Letter of Intent, 의향서) 체결식을 거행했다. Open AI와 LOI를 맺은 삼성 관계사는 삼성전자, 삼성SDS, 삼성물 ...","삼성-OpenAI 반도체·데이터센터·클라우드 전방위 혁신 협업 [뉴스투데이=전소영 기자] 삼성과 OpenAI가 1일 삼성전자 서초사옥에서 글로벌 AI 핵심 인프라 구축을 위해 상호 협력하는 LOI(Letter of Intent, 의향서) 체결식을 거행했다. Open AI와 LOI를 맺은 삼성 관계사는 삼성전자, 삼성SDS, 삼성물 ...",0.0,0.0,1.0,0.0,neutral
OpenAI launches Sora 2: AI videos get real physics and user cameos - Notebookcheck,https://news.google.com/rss/articles/CBMirwFBVV95cUxON2FhakUwdlZEdy1jMHV0Q2x1U3NMVW1Yc2Z3b2Fxd0pVN01OVzhPQ3ROb2M5cWRZcWxCNG1NcUJDTnZVRTI0dV9QNkpGMEZDa090bHozM21UQXVUSGY1YUdvSzktOTJMSUtLb0tMVGpoX2M5UUpwZGxqVmtCV0RfLU04bjgwMVFaamZrVmtpcDdnMEZBYnZFQUpKZy02cGNjNkpNU1o5TVV4ZHRmZFl3?oc=5,"""""OpenAI"" review"" - Google News",2025-09-30T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxON2FhakUwdlZEdy1jMHV0Q2x1U3NMVW1Yc2Z3b2Fxd0pVN01OVzhPQ3ROb2M5cWRZcWxCNG1NcUJDTnZVRTI0dV9QNkpGMEZDa090bHozM21UQXVUSGY1YUdvSzktOTJMSUtLb0tMVGpoX2M5UUpwZGxqVmtCV0RfLU04bjgwMVFaamZrVmtpcDdnMEZBYnZFQUpKZy02cGNjNkpNU1o5TVV4ZHRmZFl3?oc=5"" target=""_blank"">OpenAI launches Sora 2: AI videos get real physics and user cameos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Notebookcheck</font>",OpenAI launches Sora 2: AI videos get real physics and user cameos - Notebookcheck  OpenAI launches Sora 2: AI videos get real physics and user cameos    Notebookcheck ,0.0,0.0,1.0,0.0,neutral
Building OpenAI with OpenAI - OpenAI,https://news.google.com/rss/articles/CBMiY0FVX3lxTE4tN3UteTgzeXJ1eHZmTS1tTTVIMVFxRHJWMnExTWp6RENHS0ZhdWptZUF6ckE1cXB6aEQtQXZYNm9sQWQ0bE9JdjNfeU9rYnBmT0taVlhHRTdTZ3I3cHFmN2lYMA?oc=5,"""""OpenAI"" review"" - Google News",2025-09-29T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTE4tN3UteTgzeXJ1eHZmTS1tTTVIMVFxRHJWMnExTWp6RENHS0ZhdWptZUF6ckE1cXB6aEQtQXZYNm9sQWQ0bE9JdjNfeU9rYnBmT0taVlhHRTdTZ3I3cHFmN2lYMA?oc=5"" target=""_blank"">Building OpenAI with OpenAI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">OpenAI</font>",Building OpenAI with OpenAI - OpenAI  Building OpenAI with OpenAI    OpenAI ,0.0,0.0,1.0,0.0,neutral
OpenAI leans into ‘human craft’ for debut ChatGPT brand campaign - Creative Review,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNdFhRdU1pdjdJOFhFbHBCbllCMVgzOVl5b2VoWTFnU1lwODZkNmxwM0JXQmNhNlBzRHg0YzZDUXVFQ3lNRjhadVdwTGVVLVNRM3VTS29CTm5ycnVjV3VTY2FtU2dKcE5GZ2dYOEl1elFsOEZKN1hUcEVBdGdDV0Z4ZVFrOGVEbmMz?oc=5,"""""OpenAI"" review"" - Google News",2025-09-29T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxNdFhRdU1pdjdJOFhFbHBCbllCMVgzOVl5b2VoWTFnU1lwODZkNmxwM0JXQmNhNlBzRHg0YzZDUXVFQ3lNRjhadVdwTGVVLVNRM3VTS29CTm5ycnVjV3VTY2FtU2dKcE5GZ2dYOEl1elFsOEZKN1hUcEVBdGdDV0Z4ZVFrOGVEbmMz?oc=5"" target=""_blank"">OpenAI leans into ‘human craft’ for debut ChatGPT brand campaign</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Creative Review</font>",OpenAI leans into ‘human craft’ for debut ChatGPT brand campaign - Creative Review  OpenAI leans into ‘human craft’ for debut ChatGPT brand campaign    Creative Review ,0.7003,0.201,0.799,0.0,positive
"Week in review: Stocks stumble, Nvidia bankrolls OpenAI, and iPhone sales surprise - CNBC",https://news.google.com/rss/articles/CBMiowFBVV95cUxOZHV0MXZOeFB3NEplUXBKVWprNFVCWGo0LThDaHo5TjM3dlRTVkxhYTZEdXYyd1BuQ3dhSF9QWllCSEFuWU4yYmZ6c2d5VW5ubUMxRkg3YXRlRGh0dVdTV2NMdUVZckdRMVMwSTdVZFB0ZGxEVjFLR2EwMEZydkIzaUgtOGtFV25idWlZR2JfTnRsS0M1WjF1enhBWWpYejFMTThR?oc=5,"""""OpenAI"" review"" - Google News",2025-09-27T07:00:00+00:00,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxOZHV0MXZOeFB3NEplUXBKVWprNFVCWGo0LThDaHo5TjM3dlRTVkxhYTZEdXYyd1BuQ3dhSF9QWllCSEFuWU4yYmZ6c2d5VW5ubUMxRkg3YXRlRGh0dVdTV2NMdUVZckdRMVMwSTdVZFB0ZGxEVjFLR2EwMEZydkIzaUgtOGtFV25idWlZR2JfTnRsS0M1WjF1enhBWWpYejFMTThR?oc=5"" target=""_blank"">Week in review: Stocks stumble, Nvidia bankrolls OpenAI, and iPhone sales surprise</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>","Week in review: Stocks stumble, Nvidia bankrolls OpenAI, and iPhone sales surprise - CNBC  Week in review: Stocks stumble, Nvidia bankrolls OpenAI, and iPhone sales surprise    CNBC ",0.4939,0.144,0.856,0.0,positive
